,Расстояние
85364,4202
85365,1361
85366,1361
85367,1425
85368,1877
85369,1877
85370,1877
85371,1877
85372,1877
85373,1877
85374,1877
85375,1877
85376,1877
85377,1877
85378,1877
85379,1877
85380,1877
85381,1361
85382,1877
85383,1877
85384,1877
85385,2146
85386,2146
85387,1877
85388,1877
85389,1877
85390,1877
85391,1877
85392,1361
85393,1361
85394,4202
85395,1425
85396,1425
85397,3772
85398,3772
85399,4244
85400,4244
85401,2356
85402,1877
85403,1877
85404,1877
85405,1877
85406,1877
85407,1877
85408,1877
85409,1877
85410,1962
85411,1962
85412,2146
85413,2146
85414,1877
85415,1877
85416,1877
85417,1877
85418,1877
85419,436
85420,436
85421,1877
85422,1877
85423,2356
85424,2356
85425,1877
85426,1877
85427,2356
85428,2356
85429,1877
85430,1877
85431,1877
85432,1877
85433,1877
85434,2356
85435,2356
85436,1877
85437,1877
85438,1877
85439,3334
85440,3334
85441,436
85442,436
85443,436
85444,2356
85445,1877
85446,1877
85447,1877
85448,1877
85449,1877
85450,4244
85451,4244
85452,4244
85453,4244
85454,3772
85455,3772
85456,3772
85457,3772
85458,3772
85459,1877
85460,1877
85461,1877
85462,1877
85463,1877
85464,1877
85465,2356
85466,2356
85467,1877
85468,2146
85469,2146
85470,3772
85471,4202
85472,1877
85473,1877
85474,1361
85475,1877
85476,1877
85477,1877
85478,1877
85479,2356
85480,2356
85481,2356
85482,2333
85483,2333
85484,1877
85485,1877
85486,1877
85487,1877
85488,1877
85489,1877
85490,1877
85491,1877
85492,1877
85493,1877
85494,1877
85495,3772
85496,3772
85497,1877
85498,1877
85499,44
85500,44
85501,44
85502,1877
85503,1877
85504,1877
85505,1877
85506,1877
85507,1877
85508,4244
85509,4244
85510,0
85511,1877
85512,1877
85513,1877
85514,2356
85515,2356
85516,2356
85517,1877
85518,3964
85519,3964
85520,1877
85521,1877
85522,1207
85523,1877
85524,1877
85525,2146
85526,2146
85527,2146
85528,3772
85529,436
85530,436
85531,1877
85532,1877
85533,6489
85534,6489
85535,1877
85536,1877
85537,1877
85538,1877
85539,1877
85540,1877
85541,1877
85542,1877
85543,2356
85544,2356
85545,2356
85546,1877
85547,1877
85548,1877
85549,1877
85550,1877
85551,1877
85552,1877
85553,1877
85554,1877
85555,1877
85556,1877
85557,1877
85558,1877
85559,6489
85560,6489
85561,1923
85562,1877
85563,1877
85564,1877
85565,1877
85566,1877
85567,1877
85568,1877
85569,3772
85570,3772
85571,3772
85572,3772
85573,3772
85574,1877
85575,1877
85576,2356
85577,1877
85578,1877
85579,1425
85580,1877
85581,1877
85582,4202
85583,4202
85584,1877
85585,1877
85586,1877
85587,1877
85588,1877
85589,1877
85590,1877
85591,2356
85592,2356
85593,1877
85594,1877
85595,1877
85596,1877
85597,1877
85598,1877
85599,1877
85600,1877
85601,1877
85602,1877
85603,1877
85604,6489
85605,6489
85606,2356
85607,2356
85608,2356
85609,2146
85610,2146
85611,1877
85612,1877
85613,1877
85614,4202
85615,4202
85616,1877
85617,1877
85618,1877
85619,1877
85620,1877
85621,2356
85622,2356
85623,4244
85624,4244
85625,2476
85626,2476
85627,2476
85628,3772
85629,3772
85630,3772
85631,1361
85632,1877
85633,2356
85634,1877
85635,2356
85636,2356
85637,1877
85638,1877
85639,1877
85640,1877
85641,1877
85642,1877
85643,2782
85644,2782
85645,1877
85646,1877
85647,1877
85648,1877
85649,1877
85650,1361
85651,1361
85652,2356
85653,1877
85654,1877
85655,1877
85656,1877
85657,1877
85658,1877
85659,1877
85660,1877
85661,1877
85662,1877
85663,1877
85664,1877
85665,1877
85666,436
85667,436
85668,3772
85669,3772
85670,3772
85671,1877
85672,1877
85673,1962
85674,1962
85675,3772
85676,1877
85677,1877
85678,1877
85679,1877
85680,1877
85681,2194
85682,4244
85683,753
85684,753
85685,436
85686,436
85687,1962
85688,1962
85689,1361
85690,1361
85691,1877
85692,1877
85693,1877
85694,2356
85695,2356
85696,2356
85697,2356
85698,3772
85699,1877
85700,1877
85701,1877
85702,1877
85703,1877
85704,1877
85705,1877
85706,1877
85707,1877
85708,1877
85709,1877
85710,1877
85711,1877
85712,1877
85713,1877
85714,1877
85715,1877
85716,1877
85717,1877
85718,1877
85719,899
85720,1877
85721,1877
85722,1877
85723,1877
85724,3334
85725,2356
85726,2356
85727,2356
85728,2356
85729,2146
85730,1877
85731,1877
85732,2356
85733,1877
85734,1877
85735,1877
85736,1877
85737,1877
85738,1877
85739,1877
85740,2476
85741,3772
85742,3772
85743,3772
85744,2356
85745,2356
85746,1877
85747,1877
85748,1877
85749,2356
85750,2356
85751,2356
85752,1877
85753,1877
85754,1877
85755,1877
85756,1877
85757,1877
85758,1877
85759,1877
85760,1877
85761,1361
85762,1361
85763,1361
85764,1361
85765,1361
85766,1361
85767,1877
85768,1877
85769,2356
85770,2356
85771,2356
85772,1877
85773,1877
85774,1877
85775,1877
85776,1877
85777,1877
85778,1877
85779,1877
85780,1877
85781,1877
85782,1877
85783,1877
85784,1877
85785,1877
85786,1877
85787,4202
85788,4202
85789,1877
85790,1877
85791,2009
85792,2009
85793,1877
85794,1877
85795,436
85796,436
85797,1877
85798,3772
85799,3772
85800,1877
85801,2356
85802,2356
85803,1877
85804,1877
85805,1877
85806,2356
85807,2356
85808,1361
85809,1361
85810,2146
85811,2146
85812,2146
85813,2146
85814,3772
85815,3772
85816,2356
85817,1361
85818,1877
85819,1877
85820,1877
85821,1877
85822,1877
85823,1877
85824,1877
85825,1877
85826,1877
85827,1877
85828,1877
85829,436
85830,436
85831,1877
85832,1877
85833,1877
85834,1877
85835,1877
85836,1877
85837,1877
85838,1877
85839,1877
85840,4202
85841,4202
85842,1877
85843,1877
85844,1877
85845,1877
85846,1877
85847,4244
85848,4244
85849,1877
85850,1877
85851,2356
85852,2356
85853,1877
85854,1361
85855,1361
85856,1877
85857,1877
85858,1877
85859,1877
85860,6489
85861,2333
85862,2333
85863,1877
85864,1877
85865,1877
85866,4202
85867,4202
85868,1877
85869,1877
85870,1877
85871,1877
85872,1877
85873,1877
85874,1877
85875,1877
85876,436
85877,436
85878,436
85879,436
85880,1877
85881,1877
85882,1877
85883,899
85884,899
85885,1877
85886,1877
85887,1877
85888,4202
85889,1877
85890,436
85891,436
85892,1361
85893,1361
85894,1877
85895,1877
85896,1877
85897,1877
85898,1877
85899,1877
85900,1877
85901,1877
85902,997
85903,997
85904,1877
85905,1877
85906,3964
85907,3964
85908,3964
85909,1877
85910,1877
85911,80
85912,80
85913,80
85914,1962
85915,1962
85916,1877
85917,2356
85918,2732
85919,2732
85920,1877
85921,1877
85922,1877
85923,2356
85924,2356
85925,1877
85926,1877
85927,1877
85928,0
85929,0
85930,1877
85931,1877
85932,1877
85933,1877
85934,1877
85935,1450
85936,1450
85937,1450
85938,1877
85939,1877
85940,1877
85941,436
85942,436
85943,4244
85944,4244
85945,4244
85946,2356
85947,2356
85948,2356
85949,2356
85950,1877
85951,1877
85952,2333
85953,2333
85954,1361
85955,2146
85956,2146
85957,2146
85958,1877
85959,1877
85960,3772
85961,1877
85962,1877
85963,1877
85964,1877
85965,1877
85966,1877
85967,1877
85968,1877
85969,1877
85970,1361
85971,1361
85972,1877
85973,1877
85974,1877
85975,1877
85976,2356
85977,2356
85978,2333
85979,2333
85980,2333
85981,1877
85982,1877
85983,1877
85984,1877
85985,1877
85986,3772
85987,1877
85988,1877
85989,1877
85990,1877
85991,1877
85992,2333
85993,2333
85994,1877
85995,1877
85996,1361
85997,1361
85998,6489
85999,6489
86000,2146
86001,2146
86002,2146
86003,1877
86004,2356
86005,2356
86006,1877
86007,1877
86008,1923
86009,1361
86010,1361
86011,1877
86012,1877
86013,1877
86014,1877
86015,1877
86016,1877
86017,1877
86018,4244
86019,2476
86020,2476
86021,1877
86022,1877
86023,6489
86024,6489
86025,1877
86026,1877
86027,1877
86028,1877
86029,1877
86030,1877
86031,1877
86032,2476
86033,2476
86034,1877
86035,1877
86036,1877
86037,1877
86038,1877
86039,1877
86040,3772
86041,3772
86042,1877
86043,1877
86044,0
86045,0
86046,0
86047,1877
86048,1877
86049,1877
86050,1877
86051,1361
86052,1877
86053,1877
86054,2356
86055,2356
86056,2356
86057,1877
86058,1877
86059,1877
86060,1877
86061,2146
86062,2146
86063,1877
86064,436
86065,436
86066,436
86067,1361
86068,1361
86069,1877
86070,1877
86071,1877
86072,1877
86073,1877
86074,1877
86075,1877
86076,1877
86077,2356
86078,2356
86079,0
86080,0
86081,1877
86082,1877
86083,1877
86084,2146
86085,2146
86086,2146
86087,1877
86088,1877
86089,1877
86090,1877
86091,1877
86092,1877
86093,1877
86094,899
86095,1877
86096,1877
86097,2356
86098,2356
86099,997
86100,997
86101,1877
86102,1877
86103,1877
86104,1877
86105,2146
86106,2146
86107,2146
86108,2782
86109,1877
86110,1877
86111,1877
86112,1877
86113,1877
86114,2356
86115,2356
86116,4244
86117,4244
86118,4244
86119,4202
86120,4202
86121,1361
86122,1361
86123,1361
86124,2476
86125,2333
86126,2333
86127,2476
86128,1877
86129,1877
86130,1877
86131,1877
86132,1425
86133,1425
86134,1877
86135,1877
86136,1877
86137,1877
86138,1877
86139,1877
86140,1877
86141,1877
86142,1877
86143,1877
86144,1877
86145,1877
86146,1877
86147,1877
86148,1877
86149,1877
86150,1877
86151,1877
86152,1877
86153,1877
86154,2356
86155,2356
86156,1877
86157,1877
86158,1877
86159,1877
86160,1877
86161,1877
86162,1877
86163,3772
86164,3772
86165,4244
86166,4244
86167,4244
86168,1877
86169,1877
86170,1877
86171,1877
86172,1877
86173,1877
86174,1877
86175,1877
86176,1877
86177,1877
86178,1877
86179,1877
86180,1877
86181,1877
86182,3334
86183,3334
86184,1877
86185,1877
86186,1877
86187,1877
86188,3772
86189,3772
86190,1877
86191,3772
86192,3772
86193,1962
86194,1877
86195,1877
86196,1877
86197,1877
86198,1877
86199,3342
86200,1877
86201,1877
86202,1207
86203,1877
86204,1877
86205,2732
86206,2732
86207,2356
86208,1877
86209,4244
86210,4244
86211,1877
86212,1877
86213,2356
86214,2356
86215,1877
86216,1877
86217,1877
86218,1877
86219,1877
86220,1877
86221,1877
86222,436
86223,436
86224,1877
86225,1877
86226,1877
86227,1877
86228,1877
86229,1877
86230,1877
86231,1877
86232,1877
86233,1877
86234,1361
86235,2732
86236,2732
86237,1962
86238,1962
86239,1877
86240,4202
86241,4202
86242,1877
86243,1877
86244,1877
86245,1877
86246,1877
86247,1877
86248,1877
86249,1877
86250,1877
86251,1877
86252,1877
86253,1877
86254,1877
86255,3772
86256,3772
86257,1877
86258,1877
86259,1877
86260,1877
86261,1877
86262,1877
86263,1877
86264,1877
86265,1877
86266,1877
86267,1877
86268,1877
86269,1877
86270,1877
86271,1877
86272,2146
86273,2146
86274,1877
86275,1877
86276,1877
86277,1877
86278,1877
86279,1877
86280,1877
86281,1877
86282,1877
86283,1877
86284,2356
86285,2356
86286,1877
86287,1877
86288,1877
86289,1877
86290,1877
86291,1877
86292,1877
86293,1877
86294,1877
86295,169
86296,1877
86297,1877
86298,1877
86299,1877
86300,2356
86301,1877
86302,1877
86303,1877
86304,2356
86305,1425
86306,80
86307,4244
86308,4244
86309,4244
86310,1361
86311,1361
86312,2356
86313,1962
86314,1962
86315,2356
86316,3772
86317,3772
86318,1877
86319,1877
86320,1877
86321,0
86322,0
86323,2356
86324,2356
86325,2356
86326,2356
86327,2356
86328,1877
86329,1877
86330,2782
86331,2782
86332,1877
86333,753
86334,753
86335,80
86336,2009
86337,2009
86338,80
86339,80
86340,1877
86341,1877
86342,1877
86343,1877
86344,6489
86345,6489
86346,1877
86347,1877
86348,1877
86349,1877
86350,1877
86351,1877
86352,1877
86353,3772
86354,3772
86355,1877
86356,1877
86357,1877
86358,1877
86359,1877
86360,1361
86361,1361
86362,1877
86363,1877
86364,1877
86365,1450
86366,1450
86367,1877
86368,1877
86369,1877
86370,1877
86371,1877
86372,1877
86373,1877
86374,1877
86375,1877
86376,1877
86377,1877
86378,1877
86379,1877
86380,4244
86381,2732
86382,2732
86383,1877
86384,1877
86385,2356
86386,2356
86387,1877
86388,1877
86389,1877
86390,1877
86391,1877
86392,2356
86393,2356
86394,2356
86395,2356
86396,2356
86397,2356
86398,1877
86399,1877
86400,1877
86401,1877
86402,1877
86403,1425
86404,1877
86405,1877
86406,1877
86407,1877
86408,1877
86409,4244
86410,4244
86411,1877
86412,1877
86413,1877
86414,1877
86415,2356
86416,1877
86417,1877
86418,1877
86419,1877
86420,1877
86421,1877
86422,1877
86423,1877
86424,1877
86425,1877
86426,4202
86427,4202
86428,1361
86429,1361
86430,2356
86431,2356
86432,1877
86433,1877
86434,1877
86435,1877
86436,1425
86437,1425
86438,2356
86439,2356
86440,2356
86441,0
86442,1877
86443,1877
86444,1877
86445,1877
86446,1877
86447,1877
86448,1877
86449,1877
86450,753
86451,753
86452,3772
86453,1361
86454,1361
86455,1877
86456,1877
86457,1877
86458,1877
86459,1877
86460,1877
86461,1877
86462,1877
86463,1877
86464,1877
86465,1877
86466,3772
86467,3772
86468,3772
86469,3772
86470,2333
86471,4244
86472,1361
86473,1361
86474,1877
86475,1877
86476,1877
86477,1361
86478,1361
86479,3772
86480,3772
86481,436
86482,1877
86483,1877
86484,1877
86485,1877
86486,1877
86487,1877
86488,1877
86489,1877
86490,1361
86491,1877
86492,1877
86493,2732
86494,2356
86495,2356
86496,1877
86497,1877
86498,2356
86499,2356
86500,2356
86501,1877
86502,1877
86503,4244
86504,1877
86505,1877
86506,3964
86507,3964
86508,3964
86509,1877
86510,1877
86511,3772
86512,1877
86513,1877
86514,1877
86515,1877
86516,1877
86517,2333
86518,2333
86519,1877
86520,1877
86521,1877
86522,1877
86523,1877
86524,2356
86525,1877
86526,1877
86527,1877
86528,4244
86529,4244
86530,1877
86531,1425
86532,1425
86533,1877
86534,1877
86535,6489
86536,6489
86537,6489
86538,1877
86539,1877
86540,1877
86541,1877
86542,2356
86543,2356
86544,3772
86545,2356
86546,1877
86547,1877
86548,1877
86549,1877
86550,1877
86551,1877
86552,1877
86553,1877
86554,1877
86555,1877
86556,80
86557,1877
86558,1877
86559,1877
86560,1877
86561,1361
86562,1361
86563,2732
86564,2732
86565,3772
86566,1877
86567,1877
86568,1877
86569,2356
86570,2356
86571,1877
86572,1877
86573,1877
86574,1877
86575,1877
86576,1962
86577,1877
86578,1877
86579,4244
86580,4244
86581,4244
86582,1361
86583,1361
86584,1877
86585,1877
86586,2356
86587,1877
86588,1877
86589,1877
86590,1877
86591,1877
86592,1877
86593,1877
86594,1877
86595,1877
86596,1877
86597,80
86598,80
86599,1877
86600,1877
86601,1834
86602,1834
86603,3772
86604,3772
86605,1877
86606,1877
86607,2146
86608,2146
86609,2146
86610,1877
86611,1877
86612,1877
86613,1877
86614,6489
86615,2356
86616,2356
86617,2356
86618,2333
86619,1877
86620,1877
86621,1877
86622,1877
86623,1877
86624,2356
86625,2356
86626,1877
86627,1877
86628,1877
86629,1877
86630,1877
86631,1877
86632,1877
86633,1877
86634,1877
86635,1877
86636,1877
86637,1877
86638,1877
86639,1877
86640,1877
86641,1877
86642,80
86643,80
86644,1877
86645,1361
86646,1361
86647,1877
86648,1877
86649,1877
86650,1877
86651,1877
86652,1877
86653,1877
86654,1877
86655,1877
86656,1877
86657,3334
86658,3334
86659,4244
86660,4244
86661,4244
86662,1877
86663,1877
86664,1877
86665,1877
86666,1877
86667,1877
86668,3334
86669,3334
86670,1425
86671,1425
86672,4244
86673,4244
86674,2617
86675,2732
86676,2732
86677,1877
86678,1877
86679,1877
86680,1877
86681,1877
86682,1877
86683,1877
86684,1425
86685,1425
86686,80
86687,80
86688,3772
86689,1877
86690,4244
86691,4244
86692,1877
86693,1877
86694,1877
86695,2146
86696,2146
86697,1877
86698,1877
86699,1877
86700,1877
86701,1877
86702,1877
86703,1361
86704,1361
86705,1361
86706,2194
86707,1877
86708,1877
86709,1361
86710,1361
86711,1361
86712,1877
86713,1877
86714,1877
86715,1877
86716,1877
86717,1877
86718,1877
86719,1877
86720,2146
86721,2146
86722,1877
86723,1425
86724,1425
86725,1877
86726,1877
86727,1877
86728,1877
86729,1877
86730,1877
86731,1877
86732,2356
86733,2356
86734,1877
86735,1877
86736,1361
86737,1361
86738,1877
86739,1877
86740,1877
86741,1877
86742,3772
86743,3772
86744,1425
86745,1425
86746,1877
86747,1877
86748,1877
86749,1877
86750,2732
86751,2732
86752,436
86753,436
86754,436
86755,2194
86756,2194
86757,1877
86758,1877
86759,1877
86760,1877
86761,1877
86762,1877
86763,1877
86764,1877
86765,1877
86766,1877
86767,1877
86768,1877
86769,1923
86770,1923
86771,2356
86772,2356
86773,1361
86774,1361
86775,1361
86776,1877
86777,1877
86778,1877
86779,1877
86780,2356
86781,1877
86782,1361
86783,1361
86784,1877
86785,1877
86786,169
86787,169
86788,1877
86789,1877
86790,1877
86791,1877
86792,1877
86793,2782
86794,2782
86795,4244
86796,4244
86797,3772
86798,2356
86799,2356
86800,1877
86801,1877
86802,2356
86803,1877
86804,1877
86805,1877
86806,1877
86807,1877
86808,1877
86809,1877
86810,2356
86811,2356
86812,1877
86813,1877
86814,1877
86815,1877
86816,1877
86817,1877
86818,1877
86819,3772
86820,1877
86821,1361
86822,1361
86823,1361
86824,1361
86825,1877
86826,1877
86827,1877
86828,1877
86829,4202
86830,4202
86831,1877
86832,1877
86833,80
86834,80
86835,1877
86836,1877
86837,1877
86838,1877
86839,1877
86840,0
86841,0
86842,2146
86843,2146
86844,2356
86845,2356
86846,2356
86847,2356
86848,4244
86849,1877
86850,1877
86851,1877
86852,2356
86853,1877
86854,1877
86855,4244
86856,3772
86857,1877
86858,1877
86859,1877
86860,1877
86861,2274
86862,2274
86863,2274
86864,4244
86865,4244
86866,1877
86867,1877
86868,1877
86869,1877
86870,1877
86871,1877
86872,1877
86873,1877
86874,1877
86875,1877
86876,1877
86877,1877
86878,1877
86879,2356
86880,2356
86881,436
86882,2356
86883,2356
86884,1877
86885,1877
86886,1877
86887,1877
86888,1877
86889,1877
86890,1877
86891,1877
86892,1877
86893,1877
86894,1877
86895,1877
86896,1877
86897,1877
86898,1877
86899,2356
86900,1877
86901,1877
86902,1877
86903,80
86904,80
86905,1877
86906,1877
86907,1877
86908,1877
86909,1877
86910,1877
86911,1877
86912,1877
86913,1877
86914,1877
86915,2356
86916,2356
86917,1877
86918,1877
86919,1877
86920,1877
86921,1877
86922,1877
86923,1877
86924,1425
86925,1425
86926,1425
86927,1877
86928,1877
86929,1877
86930,1877
86931,1877
86932,1877
86933,1877
86934,1877
86935,1877
86936,1877
86937,3772
86938,1877
86939,1877
86940,1877
86941,1877
86942,1877
86943,1877
86944,1877
86945,1877
86946,1877
86947,1877
86948,1877
86949,1877
86950,1877
86951,1877
86952,4244
86953,4244
86954,2356
86955,2356
86956,753
86957,582
86958,582
86959,1877
86960,1877
86961,1877
86962,1361
86963,1877
86964,1877
86965,1877
86966,1877
86967,1877
86968,436
86969,436
86970,1877
86971,1877
86972,1877
86973,1877
86974,1877
86975,1877
86976,1877
86977,1877
86978,1877
86979,4244
86980,4244
86981,1877
86982,1877
86983,1877
86984,1361
86985,1361
86986,1361
86987,1207
86988,997
86989,2732
86990,1877
86991,1877
86992,1877
86993,1877
86994,1877
86995,1877
86996,1877
86997,3772
86998,3772
86999,1877
87000,1877
87001,1877
87002,1877
87003,2146
87004,80
87005,1877
87006,1877
87007,1877
87008,1877
87009,1877
87010,1877
87011,1877
87012,1877
87013,1877
87014,1877
87015,1877
87016,1877
87017,1877
87018,1877
87019,1877
87020,1877
87021,1877
87022,2356
87023,1877
87024,1877
87025,1877
87026,1877
87027,1877
87028,1877
87029,1877
87030,436
87031,4244
87032,4244
87033,2356
87034,1877
87035,1877
87036,1877
87037,1207
87038,1207
87039,1877
87040,1877
87041,2356
87042,2356
87043,1877
87044,1877
87045,1877
87046,1877
87047,1877
87048,2146
87049,2146
87050,2476
87051,2476
87052,1877
87053,1877
87054,1877
87055,1877
87056,1877
87057,1877
87058,1877
87059,3334
87060,3334
87061,2356
87062,2356
87063,1877
87064,1877
87065,1877
87066,1877
87067,1877
87068,1877
87069,1877
87070,1877
87071,1877
87072,1361
87073,1877
87074,1877
87075,1877
87076,1877
87077,436
87078,436
87079,1877
87080,1877
87081,436
87082,436
87083,2356
87084,2356
87085,2356
87086,1877
87087,1877
87088,1877
87089,1877
87090,1877
87091,1877
87092,1877
87093,1877
87094,1877
87095,1877
87096,1877
87097,1877
87098,1877
87099,1877
87100,1877
87101,1877
87102,1877
87103,1877
87104,1877
87105,436
87106,436
87107,1877
87108,1877
87109,1877
87110,1877
87111,1877
87112,1877
87113,1877
87114,1877
87115,1877
87116,1877
87117,1877
87118,1877
87119,1877
87120,2356
87121,2356
87122,2356
87123,1207
87124,1877
87125,1877
87126,1877
87127,1877
87128,436
87129,436
87130,1877
87131,1877
87132,1361
87133,1361
87134,1361
87135,1877
87136,1877
87137,1877
87138,1877
87139,1877
87140,1877
87141,1877
87142,2732
87143,2356
87144,1877
87145,1877
87146,1877
87147,1877
87148,1877
87149,1877
87150,1877
87151,1877
87152,1877
87153,2146
87154,2146
87155,1877
87156,1877
87157,1877
87158,1877
87159,1877
87160,436
87161,436
87162,1877
87163,1877
87164,2356
87165,2356
87166,1877
87167,1877
87168,1877
87169,1877
87170,1877
87171,1877
87172,2356
87173,1877
87174,1877
87175,1877
87176,1877
87177,1877
87178,1877
87179,1877
87180,2146
87181,2146
87182,1877
87183,1877
87184,582
87185,2044
87186,1877
87187,1877
87188,1877
87189,1877
87190,2356
87191,3772
87192,3772
87193,3772
87194,3772
87195,3334
87196,1877
87197,1877
87198,1877
87199,1877
87200,1877
87201,436
87202,1877
87203,1877
87204,1425
87205,2146
87206,2146
87207,2146
87208,1877
87209,1877
87210,1877
87211,1877
87212,1877
87213,1877
87214,1877
87215,1877
87216,1877
87217,1877
87218,4244
87219,1877
87220,1877
87221,1877
87222,1877
87223,1877
87224,1877
87225,1877
87226,2356
87227,1877
87228,1877
87229,1877
87230,3334
87231,1361
87232,1361
87233,1877
87234,0
87235,1877
87236,1877
87237,1877
87238,1877
87239,1361
87240,1361
87241,1361
87242,1361
87243,1877
87244,1877
87245,1877
87246,1877
87247,1877
87248,1877
87249,1877
87250,1877
87251,1877
87252,1877
87253,1877
87254,1877
87255,1877
87256,1877
87257,1877
87258,1877
87259,1877
87260,2356
87261,2356
87262,1877
87263,1877
87264,3334
87265,3334
87266,3334
87267,2333
87268,2333
87269,1877
87270,1877
87271,1877
87272,1877
87273,1877
87274,1877
87275,1877
87276,1877
87277,1877
87278,4244
87279,4244
87280,1877
87281,1877
87282,2146
87283,1877
87284,1877
87285,3772
87286,2356
87287,2356
87288,1877
87289,1877
87290,1877
87291,1877
87292,1361
87293,1361
87294,1361
87295,1877
87296,3772
87297,3772
87298,1877
87299,1877
87300,1877
87301,436
87302,1361
87303,1361
87304,1877
87305,1877
87306,1877
87307,1877
87308,2356
87309,2356
87310,1877
87311,1877
87312,2732
87313,2732
87314,2732
87315,1877
87316,1877
87317,1877
87318,1877
87319,1877
87320,1877
87321,1877
87322,1877
87323,3754
87324,3754
87325,1877
87326,1877
87327,2333
87328,2333
87329,1877
87330,1877
87331,1877
87332,3334
87333,1877
87334,1877
87335,1877
87336,1877
87337,1877
87338,1877
87339,1877
87340,1877
87341,4244
87342,4244
87343,4244
87344,1877
87345,1877
87346,1877
87347,1877
87348,2356
87349,2356
87350,2356
87351,1877
87352,1877
87353,1877
87354,2476
87355,1877
87356,1877
87357,1877
87358,1877
87359,1877
87360,2356
87361,2356
87362,1877
87363,1877
87364,1877
87365,1877
87366,1877
87367,2356
87368,2356
87369,1361
87370,1361
87371,1361
87372,1877
87373,1877
87374,1877
87375,1877
87376,1877
87377,1877
87378,1962
87379,1877
87380,1877
87381,1361
87382,1877
87383,436
87384,436
87385,1877
87386,1877
87387,4244
87388,4244
87389,4244
87390,1877
87391,1877
87392,1877
87393,1877
87394,1962
87395,1962
87396,3334
87397,3334
87398,1877
87399,1877
87400,1877
87401,1877
87402,1877
87403,1877
87404,1877
87405,1361
87406,1361
87407,1877
87408,1877
87409,1877
87410,1877
87411,1877
87412,2782
87413,2782
87414,2356
87415,2356
87416,2356
87417,1877
87418,1877
87419,1877
87420,1877
87421,1877
87422,1877
87423,1877
87424,1877
87425,1877
87426,1877
87427,1877
87428,1877
87429,1877
87430,1877
87431,1877
87432,1877
87433,1877
87434,1877
87435,1877
87436,1877
87437,1877
87438,2356
87439,2356
87440,1361
87441,1361
87442,1361
87443,1425
87444,1425
87445,1877
87446,1877
87447,1877
87448,436
87449,1877
87450,1877
87451,1877
87452,1877
87453,2356
87454,2356
87455,2356
87456,2356
87457,1877
87458,1877
87459,1877
87460,1877
87461,1877
87462,2146
87463,2146
87464,1877
87465,1877
87466,80
87467,1361
87468,1361
87469,1361
87470,2356
87471,1877
87472,1877
87473,1877
87474,1877
87475,2356
87476,2356
87477,2356
87478,1877
87479,1877
87480,1877
87481,1877
87482,3772
87483,4244
87484,4244
87485,1361
87486,1361
87487,1877
87488,1877
87489,1877
87490,1877
87491,1877
87492,1877
87493,1877
87494,1877
87495,1877
87496,1877
87497,4244
87498,4244
87499,1877
87500,1877
87501,436
87502,436
87503,4244
87504,4244
87505,4244
87506,2356
87507,2356
87508,1877
87509,1877
87510,1877
87511,1877
87512,1877
87513,1877
87514,1877
87515,1877
87516,1877
87517,1877
87518,1877
87519,1877
87520,1877
87521,1877
87522,1877
87523,1877
87524,4244
87525,1877
87526,1877
87527,1877
87528,1877
87529,1877
87530,1877
87531,1349
87532,1349
87533,1877
87534,2356
87535,2356
87536,2356
87537,2356
87538,4244
87539,4244
87540,1877
87541,1877
87542,2356
87543,1877
87544,1877
87545,1877
87546,1877
87547,1877
87548,1877
87549,1877
87550,1877
87551,1877
87552,4244
87553,4244
87554,436
87555,436
87556,2146
87557,4244
87558,1877
87559,2146
87560,1877
87561,1877
87562,1877
87563,1877
87564,1877
87565,1877
87566,1877
87567,1877
87568,1877
87569,1877
87570,1877
87571,1877
87572,1877
87573,1877
87574,1877
87575,1877
87576,1877
87577,1877
87578,0
87579,0
87580,1877
87581,1877
87582,2356
87583,1877
87584,1877
87585,1877
87586,1877
87587,1877
87588,1877
87589,1877
87590,1877
87591,1361
87592,1877
87593,1877
87594,1877
87595,1877
87596,1877
87597,1877
87598,1361
87599,1877
87600,1877
87601,1877
87602,1877
87603,1877
87604,1877
87605,80
87606,80
87607,1877
87608,1877
87609,1877
87610,1877
87611,1877
87612,1877
87613,1361
87614,1361
87615,1877
87616,1877
87617,1877
87618,1877
87619,1877
87620,1877
87621,1877
87622,1877
87623,1877
87624,1877
87625,1877
87626,1425
87627,1425
87628,1877
87629,1877
87630,1877
87631,1877
87632,1877
87633,1361
87634,1361
87635,1877
87636,1877
87637,1877
87638,1877
87639,1877
87640,1877
87641,1877
87642,4202
87643,1877
87644,4244
87645,3772
87646,4244
87647,4202
87648,4202
87649,1877
87650,1877
87651,1877
87652,1877
87653,1877
87654,1877
87655,1877
87656,1877
87657,1877
87658,1877
87659,1877
87660,1877
87661,1962
87662,1962
87663,1877
87664,1877
87665,1877
87666,1877
87667,1877
87668,1877
87669,1877
87670,1877
87671,2146
87672,2146
87673,3772
87674,3772
87675,3772
87676,3772
87677,1877
87678,1877
87679,1877
87680,1877
87681,1877
87682,1877
87683,1877
87684,1877
87685,1877
87686,1877
87687,1877
87688,1877
87689,1877
87690,1361
87691,1361
87692,2732
87693,1877
87694,1877
87695,1877
87696,436
87697,1877
87698,1877
87699,1877
87700,2356
87701,2356
87702,1877
87703,1877
87704,1877
87705,1361
87706,1361
87707,4244
87708,1877
87709,1877
87710,1877
87711,1877
87712,1877
87713,2356
87714,2356
87715,1877
