,Расстояние
87716,1877
87717,1877
87718,1877
87719,1877
87720,1877
87721,753
87722,753
87723,1877
87724,1877
87725,1877
87726,1877
87727,1877
87728,1877
87729,1877
87730,1877
87731,1877
87732,436
87733,1877
87734,1877
87735,1877
87736,4244
87737,1877
87738,1877
87739,1877
87740,1877
87741,1877
87742,1877
87743,1877
87744,1877
87745,1877
87746,1877
87747,1877
87748,1877
87749,1877
87750,1361
87751,1361
87752,2356
87753,1425
87754,1877
87755,1877
87756,2356
87757,2356
87758,2356
87759,2356
87760,2356
87761,1877
87762,1877
87763,1877
87764,1877
87765,1877
87766,1877
87767,1877
87768,1877
87769,436
87770,436
87771,436
87772,1877
87773,1877
87774,1877
87775,1877
87776,1877
87777,1877
87778,2476
87779,2476
87780,2476
87781,2476
87782,1877
87783,1877
87784,1877
87785,2732
87786,2732
87787,2732
87788,2356
87789,2356
87790,2356
87791,2356
87792,2356
87793,1877
87794,1877
87795,1877
87796,1877
87797,1877
87798,1877
87799,1877
87800,1877
87801,1877
87802,1877
87803,1877
87804,1877
87805,2356
87806,2356
87807,1877
87808,1877
87809,1877
87810,1877
87811,1877
87812,1877
87813,1877
87814,1877
87815,1877
87816,1877
87817,1877
87818,1877
87819,2009
87820,2356
87821,2356
87822,1361
87823,1361
87824,3606
87825,3606
87826,4244
87827,4244
87828,1361
87829,1361
87830,4244
87831,4244
87832,1877
87833,1877
87834,1877
87835,1877
87836,436
87837,436
87838,1877
87839,1877
87840,1425
87841,1425
87842,1877
87843,1877
87844,1877
87845,1877
87846,1877
87847,3334
87848,3423
87849,3423
87850,1877
87851,1877
87852,1877
87853,1877
87854,1877
87855,1877
87856,1877
87857,1877
87858,1877
87859,1877
87860,1877
87861,1877
87862,1877
87863,1877
87864,436
87865,1877
87866,1877
87867,1361
87868,1361
87869,1877
87870,1877
87871,1425
87872,1425
87873,2356
87874,1425
87875,1425
87876,1425
87877,1877
87878,1877
87879,3772
87880,3772
87881,3772
87882,3772
87883,2356
87884,2356
87885,1877
87886,1877
87887,1877
87888,1877
87889,1877
87890,1877
87891,2356
87892,1877
87893,1877
87894,1877
87895,1877
87896,1877
87897,1877
87898,1877
87899,1877
87900,436
87901,436
87902,1877
87903,1877
87904,2356
87905,2146
87906,1877
87907,1877
87908,1877
87909,1877
87910,1877
87911,2356
87912,2356
87913,2356
87914,80
87915,1877
87916,1877
87917,2356
87918,2356
87919,1877
87920,1877
87921,1877
87922,1877
87923,1877
87924,1877
87925,1877
87926,1877
87927,1877
87928,260
87929,260
87930,260
87931,260
87932,1877
87933,1877
87934,1877
87935,3263
87936,3263
87937,3263
87938,1877
87939,1877
87940,1877
87941,1877
87942,1877
87943,1877
87944,1877
87945,1877
87946,1877
87947,1877
87948,1877
87949,1877
87950,1361
87951,2356
87952,1877
87953,1877
87954,1877
87955,2356
87956,2356
87957,2356
87958,2356
87959,582
87960,2356
87961,2356
87962,2356
87963,2476
87964,1877
87965,1877
87966,1877
87967,1877
87968,1877
87969,1877
87970,1962
87971,1962
87972,1877
87973,1877
87974,6489
87975,1361
87976,1361
87977,1877
87978,1877
87979,1877
87980,1877
87981,1877
87982,1877
87983,1877
87984,1877
87985,1877
87986,1877
87987,4244
87988,169
87989,1877
87990,1877
87991,2356
87992,2356
87993,2009
87994,2009
87995,1877
87996,1877
87997,1962
87998,1962
87999,1877
88000,1877
88001,1877
88002,436
88003,436
88004,1962
88005,1962
88006,1962
88007,4244
88008,4244
88009,1877
88010,1877
88011,1877
88012,1877
88013,1877
88014,2356
88015,2356
88016,1877
88017,1877
88018,1207
88019,1207
88020,2146
88021,1877
88022,1877
88023,1877
88024,1877
88025,1877
88026,1877
88027,1877
88028,1877
88029,3754
88030,3754
88031,1877
88032,1877
88033,436
88034,436
88035,1877
88036,1877
88037,1877
88038,1877
88039,1877
88040,436
88041,436
88042,1877
88043,1877
88044,1877
88045,1962
88046,1962
88047,4244
88048,4244
88049,1877
88050,1877
88051,1877
88052,1877
88053,1877
88054,2356
88055,1877
88056,1877
88057,1877
88058,80
88059,80
88060,2194
88061,1877
88062,1877
88063,1877
88064,1877
88065,1877
88066,1877
88067,1877
88068,1877
88069,1877
88070,1877
88071,1877
88072,1877
88073,1877
88074,1877
88075,2356
88076,2356
88077,2333
88078,2356
88079,2356
88080,1877
88081,1877
88082,1877
88083,1877
88084,1877
88085,1877
88086,169
88087,169
88088,1877
88089,1877
88090,1877
88091,1877
88092,1877
88093,1877
88094,1877
88095,1877
88096,260
88097,260
88098,260
88099,260
88100,2356
88101,2356
88102,1877
88103,1877
88104,1877
88105,1877
88106,1877
88107,1877
88108,1877
88109,1877
88110,1877
88111,1877
88112,1877
88113,1877
88114,1877
88115,1877
88116,1877
88117,1877
88118,2356
88119,1877
88120,1877
88121,1877
88122,1877
88123,1877
88124,1877
88125,1877
88126,1877
88127,1877
88128,753
88129,753
88130,753
88131,753
88132,1877
88133,3772
88134,3772
88135,1877
88136,1877
88137,1877
88138,1877
88139,1877
88140,1877
88141,1877
88142,1877
88143,1877
88144,1877
88145,1877
88146,1877
88147,1877
88148,1877
88149,1877
88150,4202
88151,80
88152,80
88153,80
88154,436
88155,436
88156,1877
88157,1877
88158,1877
88159,2356
88160,2356
88161,2356
88162,2356
88163,1877
88164,1877
88165,4202
88166,4202
88167,1877
88168,3772
88169,3772
88170,3772
88171,2356
88172,2356
88173,2356
88174,1877
88175,1877
88176,997
88177,436
88178,1877
88179,44
88180,44
88181,1877
88182,1877
88183,1877
88184,1877
88185,1877
88186,1877
88187,1877
88188,1877
88189,4244
88190,4244
88191,4244
88192,4244
88193,1877
88194,1877
88195,2356
88196,2356
88197,80
88198,80
88199,80
88200,1877
88201,1877
88202,1877
88203,1877
88204,1877
88205,1877
88206,1877
88207,1877
88208,3772
88209,3772
88210,1361
88211,1361
88212,1877
88213,1877
88214,1877
88215,1877
88216,2356
88217,2356
88218,2356
88219,557
88220,1877
88221,1877
88222,1877
88223,1877
88224,1877
88225,1877
88226,1877
88227,2356
88228,2356
88229,2356
88230,4244
88231,4244
88232,4244
88233,436
88234,436
88235,753
88236,753
88237,1877
88238,1877
88239,1877
88240,1877
88241,1877
88242,1877
88243,2146
88244,2146
88245,1877
88246,1877
88247,1207
88248,1207
88249,1877
88250,1877
88251,1877
88252,1877
88253,1877
88254,1877
88255,6489
88256,6489
88257,1425
88258,1425
88259,1877
88260,1877
88261,1877
88262,1877
88263,1877
88264,1877
88265,2146
88266,1877
88267,1877
88268,1877
88269,1877
88270,1877
88271,2356
88272,1877
88273,2356
88274,2356
88275,3772
88276,3772
88277,2044
88278,2044
88279,1877
88280,1877
88281,1877
88282,2356
88283,2356
88284,2356
88285,1877
88286,1877
88287,4244
88288,1877
88289,2782
88290,2782
88291,1877
88292,1877
88293,2476
88294,1877
88295,1877
88296,1877
88297,1877
88298,1877
88299,1877
88300,1877
88301,1877
88302,1877
88303,1962
88304,1877
88305,1877
88306,1877
88307,4244
88308,1877
88309,1877
88310,4202
88311,4202
88312,1877
88313,436
88314,436
88315,2356
88316,2356
88317,1877
88318,1877
88319,1877
88320,1877
88321,1877
88322,1877
88323,1877
88324,1877
88325,1877
88326,1877
88327,1877
88328,3334
88329,3334
88330,1877
88331,1877
88332,1877
88333,44
88334,44
88335,582
88336,582
88337,1877
88338,1877
88339,1877
88340,2356
88341,2356
88342,2356
88343,1877
88344,1877
88345,1877
88346,1877
88347,1877
88348,1877
88349,1877
88350,2356
88351,1877
88352,1877
88353,1877
88354,2356
88355,2356
88356,1877
88357,1877
88358,1877
88359,4244
88360,4244
88361,1877
88362,1877
88363,1877
88364,1877
88365,1877
88366,1877
88367,753
88368,753
88369,1877
88370,1877
88371,1877
88372,3964
88373,3964
88374,3964
88375,3964
88376,1877
88377,1877
88378,1877
88379,1877
88380,1877
88381,1962
88382,1962
88383,1877
88384,1877
88385,1877
88386,1877
88387,1877
88388,1877
88389,1877
88390,1877
88391,1877
88392,1877
88393,1877
88394,2356
88395,1877
88396,4202
88397,4202
88398,1877
88399,1877
88400,1877
88401,1877
88402,2356
88403,1877
88404,1877
88405,2670
88406,2356
88407,1877
88408,1877
88409,2617
88410,2617
88411,1877
88412,80
88413,80
88414,80
88415,80
88416,1361
88417,1361
88418,1877
88419,1877
88420,4244
88421,4244
88422,1877
88423,1877
88424,1877
88425,1877
88426,1877
88427,1877
88428,1877
88429,1877
88430,1361
88431,1361
88432,1877
88433,1877
88434,2356
88435,2356
88436,1877
88437,1877
88438,1877
88439,1877
88440,3772
88441,1361
88442,2356
88443,2356
88444,1877
88445,2732
88446,2732
88447,4244
88448,4244
88449,4244
88450,1962
88451,1962
88452,1962
88453,1962
88454,2356
88455,1877
88456,1877
88457,1877
88458,436
88459,436
88460,1877
88461,1877
88462,1877
88463,1877
88464,1877
88465,1877
88466,1877
88467,1877
88468,1877
88469,1877
88470,1877
88471,1877
88472,1877
88473,2356
88474,2356
88475,2356
88476,2356
88477,1877
88478,1877
88479,1877
88480,1877
88481,1877
88482,1877
88483,1877
88484,1877
88485,1361
88486,1361
88487,1877
88488,2732
88489,1877
88490,1877
88491,1877
88492,1877
88493,1877
88494,2024
88495,2024
88496,2024
88497,1877
88498,1877
88499,3602
88500,3602
88501,3602
88502,2194
88503,2333
88504,2333
88505,1877
88506,1877
88507,1877
88508,3772
88509,3772
88510,2333
88511,2333
88512,1697
88513,1697
88514,3602
88515,3602
88516,3772
88517,2356
88518,2356
88519,2356
88520,1877
88521,1877
88522,1877
88523,1877
88524,1877
88525,1877
88526,1877
88527,1877
88528,1877
88529,3246
88530,3246
88531,1877
88532,1877
88533,1877
88534,1877
88535,2782
88536,3602
88537,3602
88538,1877
88539,1877
88540,2308
88541,2333
88542,0
88543,0
88544,2782
88545,2782
88546,1877
88547,1877
88548,1877
88549,1877
88550,6982
88551,6982
88552,1877
88553,1877
88554,2194
88555,1877
88556,2194
88557,2194
88558,1877
88559,1877
88560,1877
88561,2356
88562,2356
88563,2356
88564,1877
88565,1877
88566,1877
88567,2356
88568,2356
88569,2356
88570,1877
88571,1877
88572,1877
88573,1877
88574,1877
88575,1877
88576,1877
88577,1877
88578,1877
88579,1877
88580,1877
88581,2333
88582,2333
88583,2333
88584,1877
88585,1877
88586,2308
88587,2308
88588,1877
88589,1877
88590,1877
88591,2146
88592,2146
88593,2194
88594,2308
88595,2308
88596,2308
88597,1877
88598,1877
88599,1877
88600,1877
88601,1877
88602,1877
88603,2356
88604,1877
88605,1877
88606,1877
88607,1877
88608,1877
88609,1877
88610,1877
88611,1877
88612,1877
88613,3772
88614,3772
88615,1877
88616,1877
88617,2333
88618,1877
88619,1877
88620,1877
88621,1877
88622,2333
88623,2333
88624,1877
88625,2194
88626,1877
88627,1923
88628,1923
88629,1877
88630,1877
88631,1877
88632,1697
88633,1697
88634,1697
88635,2308
88636,2308
88637,2308
88638,1877
88639,1877
88640,1877
88641,1877
88642,1877
88643,1877
88644,1877
88645,1877
88646,1877
88647,1877
88648,1877
88649,1877
88650,2356
88651,1877
88652,1877
88653,2194
88654,1877
88655,1877
88656,2782
88657,2782
88658,1877
88659,1877
88660,1877
88661,1877
88662,1877
88663,1877
88664,1877
88665,1877
88666,1877
88667,1877
88668,1923
88669,1923
88670,2700
88671,2700
88672,1877
88673,1877
88674,3602
88675,3602
88676,3602
88677,3602
88678,1877
88679,1877
88680,1877
88681,1877
88682,1877
88683,1877
88684,1877
88685,1877
88686,1877
88687,1877
88688,1877
88689,3246
88690,3246
88691,2194
88692,2194
88693,3602
88694,3602
88695,1877
88696,1877
88697,1877
88698,1877
88699,1877
88700,1877
88701,2333
88702,2333
88703,1877
88704,3772
88705,3772
88706,1877
88707,1877
88708,1877
88709,1877
88710,1877
88711,1877
88712,3246
88713,3246
88714,1877
88715,1877
88716,1877
88717,436
88718,436
88719,436
88720,1877
88721,1877
88722,1877
88723,1877
88724,1877
88725,1877
88726,1877
88727,1877
88728,1877
88729,1877
88730,1877
88731,1877
88732,44
88733,44
88734,1877
88735,3602
88736,3602
88737,1877
88738,1877
88739,1877
88740,1877
88741,1877
88742,1877
88743,1877
88744,1877
88745,1877
88746,1877
88747,3964
88748,3964
88749,3964
88750,1877
88751,1877
88752,1877
88753,2333
88754,2333
88755,1877
88756,1877
88757,2333
88758,2333
88759,1877
88760,1877
88761,1877
88762,1877
88763,3602
88764,3602
88765,2782
88766,2782
88767,2782
88768,2782
88769,2782
88770,1877
88771,1877
88772,1877
88773,1877
88774,1877
88775,3602
88776,3602
88777,3602
88778,3602
88779,6982
88780,6982
88781,2333
88782,1877
88783,1877
88784,1877
88785,2333
88786,2333
88787,3602
88788,2356
88789,2356
88790,1877
88791,1877
88792,2194
88793,2194
88794,1877
88795,1877
88796,1877
88797,1877
88798,2194
88799,2194
88800,2194
88801,3602
88802,2333
88803,1877
88804,1877
88805,2194
88806,2194
88807,1877
88808,1877
88809,1877
88810,0
88811,0
88812,1877
88813,1877
88814,1877
88815,1877
88816,1877
88817,1697
88818,1697
88819,1877
88820,2194
88821,2194
88822,1877
88823,1877
88824,1877
88825,1877
88826,2308
88827,1877
88828,1877
88829,2333
88830,2333
88831,3602
88832,436
88833,436
88834,1877
88835,1877
88836,1877
88837,1877
88838,1877
88839,2333
88840,2356
88841,2356
88842,1877
88843,1877
88844,2782
88845,2782
88846,1877
88847,1877
88848,2194
88849,2194
88850,1877
88851,1877
88852,1877
88853,3246
88854,3246
88855,3246
88856,1877
88857,2194
88858,2194
88859,2333
88860,2333
88861,1877
88862,1877
88863,1877
88864,3602
88865,3602
88866,1877
88867,1877
88868,1877
88869,1877
88870,1877
88871,1877
88872,2356
88873,2356
88874,1923
88875,1923
88876,1877
88877,1877
88878,1877
88879,1923
88880,1923
88881,1877
88882,1923
88883,1923
88884,1877
88885,1877
88886,2356
88887,2308
88888,2308
88889,1697
88890,3602
88891,3602
88892,1877
88893,1877
88894,1877
88895,1877
88896,1877
88897,2194
88898,2194
88899,2333
88900,2308
88901,2356
88902,2356
88903,1877
88904,1697
88905,1697
88906,1877
88907,1877
88908,2356
88909,2356
88910,3246
88911,1877
88912,1877
88913,1877
88914,1877
88915,1877
88916,1877
88917,1877
88918,2194
88919,2194
88920,2194
88921,1877
88922,1877
88923,1877
88924,1877
88925,1877
88926,1877
88927,1877
88928,1877
88929,1877
88930,1877
88931,1877
88932,1877
88933,1877
88934,1877
88935,3246
88936,3246
88937,3246
88938,1877
88939,3602
88940,3602
88941,997
88942,1877
88943,1877
88944,1877
88945,1877
88946,1877
88947,2333
88948,2333
88949,1877
88950,1877
88951,2333
88952,2333
88953,1877
88954,1877
88955,1877
88956,2356
88957,2356
88958,2308
88959,2308
88960,1877
88961,1877
88962,2333
88963,2333
88964,2333
88965,2333
88966,2333
88967,2333
88968,2333
88969,1877
88970,1877
88971,2782
88972,2782
88973,1697
88974,1697
88975,1877
88976,1877
88977,1877
88978,2782
88979,2782
88980,2083
88981,1697
88982,2333
88983,2333
88984,1877
88985,1877
88986,2333
88987,2333
88988,2024
88989,2024
88990,2333
88991,2333
88992,2333
88993,2333
88994,2333
88995,2333
88996,2333
88997,2333
88998,2333
88999,1697
89000,1697
89001,1877
89002,1877
89003,1877
89004,1877
89005,1877
89006,1877
89007,1877
89008,1877
89009,1877
89010,1877
89011,1877
89012,1877
89013,1877
89014,1877
89015,1834
89016,1834
89017,1877
89018,1877
89019,1877
89020,3246
89021,3246
89022,3246
89023,0
89024,0
89025,2333
89026,2333
89027,1877
89028,1877
89029,1877
89030,1877
89031,1877
89032,1877
89033,1877
89034,436
89035,436
89036,1877
89037,1877
89038,1877
89039,1877
89040,2356
89041,2356
89042,1877
89043,1877
89044,2356
89045,2356
89046,2194
89047,1877
89048,1877
89049,2194
89050,2333
89051,2333
89052,1877
89053,3246
89054,3246
89055,1877
89056,1877
89057,1923
89058,1923
89059,1877
89060,1877
89061,1877
89062,1877
89063,1877
89064,1877
89065,1877
89066,1877
89067,1877
89068,3602
89069,3602
89070,1877
89071,1877
89072,1877
89073,1877
89074,3602
89075,3602
89076,1877
89077,1877
89078,1877
89079,1877
89080,1877
89081,1877
89082,1877
89083,2308
89084,2308
89085,1877
89086,1877
89087,1877
89088,1877
89089,1877
89090,2732
89091,2732
89092,2732
89093,1697
89094,2333
89095,1877
89096,1923
89097,1923
89098,1877
89099,1877
89100,1877
89101,3246
89102,3246
89103,2083
89104,2083
89105,2333
89106,2333
89107,2308
89108,2308
89109,1877
89110,1877
89111,3602
89112,3602
89113,1877
89114,1877
89115,1923
89116,2194
89117,2194
89118,1877
89119,1877
89120,1877
89121,1877
89122,1877
89123,1877
89124,2308
89125,2308
89126,44
89127,44
89128,44
89129,2333
89130,1877
89131,1877
89132,3602
89133,3602
89134,1877
89135,1877
89136,1877
89137,1877
89138,1877
89139,1923
89140,1923
89141,1877
89142,1877
89143,1877
89144,1877
89145,1877
89146,1877
89147,1877
89148,1877
89149,1877
89150,1877
89151,1923
89152,3602
89153,3602
89154,3602
89155,1877
89156,1877
89157,1877
89158,1877
89159,1877
89160,1877
89161,1877
89162,1877
89163,1877
89164,2194
89165,2194
89166,1923
89167,1923
89168,1877
89169,1877
89170,2333
89171,1877
89172,2333
89173,1877
89174,1877
89175,1877
89176,1877
89177,1877
89178,1877
89179,1877
89180,1877
89181,1877
89182,1877
89183,2024
89184,2024
89185,1877
89186,1697
89187,1697
89188,1697
89189,2965
89190,2965
89191,2333
89192,2333
89193,1877
89194,1877
89195,1877
89196,1877
89197,1877
89198,9307
89199,1877
89200,1877
89201,1877
89202,1877
89203,2194
89204,1877
89205,1877
89206,1923
89207,1923
89208,1877
89209,2333
89210,1877
89211,1877
89212,2782
89213,1877
89214,1877
89215,2333
89216,3602
89217,2333
89218,1877
89219,1877
89220,1450
89221,2194
89222,1450
89223,1450
89224,3602
89225,3602
89226,2333
89227,3602
89228,3602
89229,3602
89230,1877
89231,1877
89232,1877
89233,2194
89234,2194
89235,1877
89236,1877
89237,1877
89238,1877
89239,1877
89240,1877
89241,1877
89242,1877
89243,1923
89244,1923
89245,2333
89246,2333
89247,2194
89248,0
89249,0
89250,1877
89251,1877
89252,1877
89253,1877
89254,1877
89255,3246
89256,3246
89257,2333
89258,2333
89259,2333
89260,1877
89261,2782
89262,2782
89263,2333
89264,2333
89265,3602
89266,3602
89267,1877
89268,3602
89269,1877
89270,1877
89271,1877
89272,1877
89273,1877
89274,1923
89275,1923
89276,1877
89277,1877
89278,1877
89279,1877
89280,1877
89281,1877
89282,1877
89283,1877
89284,1877
89285,1877
89286,1877
89287,1877
89288,1877
89289,1877
89290,1877
89291,1877
89292,1877
89293,1877
89294,3602
89295,1877
89296,1877
89297,2194
89298,2194
89299,2333
89300,2333
89301,1877
89302,1877
89303,1877
89304,1877
89305,2333
89306,2333
89307,3246
89308,3246
89309,2670
89310,2670
89311,2476
89312,2476
89313,2194
89314,2194
89315,2194
89316,0
89317,0
89318,0
89319,1877
89320,1877
89321,2732
89322,2732
89323,1877
89324,1877
89325,1877
89326,1877
89327,2732
89328,753
89329,753
89330,753
89331,755
89332,1834
89333,1834
89334,1877
89335,1877
89336,1877
89337,1877
89338,2308
89339,2308
89340,3772
89341,1877
89342,2308
89343,2308
89344,1877
89345,1877
89346,1877
89347,1877
89348,2194
89349,2194
89350,1877
89351,1877
89352,3772
89353,3772
89354,1697
89355,1697
89356,1877
89357,1877
89358,1877
89359,1834
89360,1834
89361,1877
89362,1877
89363,1697
89364,1697
89365,1697
89366,1877
89367,1877
89368,1923
89369,1923
89370,1923
89371,1877
89372,2333
89373,2333
89374,1877
89375,1877
89376,3246
89377,3246
89378,1877
89379,1877
89380,1877
89381,1877
89382,1877
89383,1877
89384,1877
89385,1877
89386,2333
89387,2333
89388,1877
89389,1877
89390,1877
89391,1877
89392,1877
89393,1877
89394,1877
89395,1877
89396,1877
89397,1877
89398,1877
89399,2194
89400,1877
89401,1877
89402,1877
89403,2333
89404,2333
89405,1877
89406,1877
89407,1877
89408,1877
89409,1877
89410,1877
89411,1877
89412,1877
89413,1877
89414,1877
89415,1877
89416,1877
89417,1877
89418,1877
89419,2782
89420,1877
89421,2356
89422,2356
89423,0
89424,0
89425,1877
89426,1877
89427,2194
89428,2194
89429,2308
89430,2308
89431,1877
89432,1877
89433,1877
89434,1877
89435,3602
89436,3602
89437,1877
89438,1877
89439,1877
89440,1877
89441,1877
89442,1877
89443,2194
89444,2194
89445,2194
89446,2194
89447,2194
89448,3772
89449,1877
89450,1877
89451,1877
89452,3772
89453,1877
89454,3772
89455,1834
89456,1834
89457,1877
89458,1877
89459,1877
89460,1877
89461,6489
89462,6489
89463,3772
89464,3772
89465,3772
89466,1877
89467,1877
89468,1697
89469,1697
89470,2732
89471,2732
89472,1877
89473,1877
89474,1877
89475,1877
89476,1877
89477,1877
89478,1877
89479,2476
89480,1877
89481,2476
89482,1877
89483,2476
89484,2476
